"FECHA DE ATENCIÓN","SERVICIO DE ATENCIÓN","N° DE RECETAS","N° PRESCRIPCIONES","Controlados (Receta Blanca)","Controlados (Receta verde)","TIPO DE ATENCIÓN","ÁREA"
"2-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","2","4","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"2-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"3-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"3-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Receta rechazada/parcial despachada crónicos","4","4","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"3-05-2025","Medicina","30","74","4","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Mater","10","23","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Pediatria","5","26","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","UPC UTI (4-12)","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","UPC UCI (1-3)","21","33","4","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Pabellón","10","35","3","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Recuperación","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Alta","11","38","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","HODOM","5","11","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","C. Paliativos","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Endoscopía","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"3-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Controlados","11","11","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"3-05-2025","Medicina","2","2","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"3-05-2025","Mater","1","5","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Pediatria","1","1","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"3-05-2025","Urgencia","258","447","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"3-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"3-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"4-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"4-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"4-05-2025","Medicina","19","58","13","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Mater","5","19","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Pediatria","6","20","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","UPC UTI (4-12)","1","1","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","UPC UCI (1-3)","0","0","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Pabellón","6","24","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Recuperación","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Alta","8","45","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","HODOM","2","3","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"4-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Controlados","17","17","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"4-05-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"4-05-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"4-05-2025","Urgencia","212","368","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"4-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"4-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Medicina","","","3","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Mater","1","3","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Pediatria","","","1","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Pabellón","","","4","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"5-05-2025","Urgencia","","0","42","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"5-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","50","75","4","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","30","55","10","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Med. Especialidad crónico (+ de 1 mes)","350","1065","21","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","53","102","9","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Dental","3","3","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Gestión Territorial Otros Hospitales","61","173","3","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Controlados","97","97","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"5-05-2025","Medicina","98","593","43","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Mater","10","29","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Pediatria","14","99","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","UPC UTI (4-12)","26","120","6","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","UPC UCI (1-3)","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Pabellón","10","68","28","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Recuperación","6","23","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Alta","34","117","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","HODOM","6","6","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","C. Paliativos","1","3","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Endoscopía","9","14","7","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"5-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Controlados","88","88","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"5-05-2025","Medicina","1","3","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"5-05-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Alta","1","2","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"5-05-2025","Urgencia","246","443","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"5-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"5-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"6-05-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"6-05-2025","Urgencia","5","9","37","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"6-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","43","68","10","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","33","50","2","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Med. Especialidad crónico (+ de 1 mes)","280","858","17","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","19","37","2","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Dental","5","11","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Gestión Territorial Otros Hospitales","90","250","4","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Controlados","72","72","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"6-05-2025","Medicina","104","597","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Mater","10","31","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Pediatria","18","108","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","UPC UTI (4-12)","13","26","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","UPC UCI (1-3)","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Pabellón","21","102","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Recuperación","12","35","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Alta","30","115","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","HODOM","3","5","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","C. Paliativos","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Endoscopía","3","3","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"6-05-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"6-05-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"6-05-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"6-05-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"6-05-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"6-05-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"6-05-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
