"FECHA DE ATENCIÓN","SERVICIO DE ATENCIÓN","N° DE RECETAS","N° PRESCRIPCIONES","Controlados (Receta Blanca)","Controlados (Receta verde)","TIPO DE ATENCIÓN","ÁREA"
"13-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"13-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"13-10-2025","Urgencia","188","411","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"13-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","3","4","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"13-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"14-10-2025","Urgencia","1","4","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"14-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","63","78","8","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","18","23","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Med. Especialidad crónico (+ de 1 mes)","261","750","13","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","17","23","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Dental","10","28","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Gestión Territorial Otros Hospitales","81","265","3","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Controlados","24","24","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"14-10-2025","Medicina","201","672","24","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Mater","15","35","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Pediatria","4","11","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","UPC UTI (4-12)","17","98","5","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","UPC UCI (1-3)","4","35","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","UPC NEO","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Diálisis","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Pabellón","23","216","19","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Recuperación","15","32","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Alta","35","142","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","HODOM","6","9","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","C. Paliativos","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Endoscopía","5","5","4","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"14-10-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"14-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","1","","1","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Controlados","57","57","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"14-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Alta","1","2","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"14-10-2025","Urgencia","272","448","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"14-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"14-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Mater","","","1","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"15-10-2025","Urgencia","4","6","32","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"15-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","54","76","8","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","11","15","2","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Med. Especialidad crónico (+ de 1 mes)","252","832","29","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","23","42","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Dental","2","4","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Gestión Territorial Otros Hospitales","209","683","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Controlados","72","72","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"15-10-2025","Medicina","97","531","25","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Mater","15","38","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Pediatria","23","147","3","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","UPC UTI (4-12)","21","135","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","UPC UCI (1-3)","6","40","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","UPC NEO","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Diálisis","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Pabellón","26","173","26","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Recuperación","8","30","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Alta","40","141","2","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","HODOM","10","16","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","C. Paliativos","0","0","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Endoscopía","13","15","5","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"15-10-2025","Urgencia","","","1","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"15-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Controlados","65","65","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"15-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","UPC UTI (4-12)","2","4","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Recuperación","3","20","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Alta","1","3","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"15-10-2025","Urgencia","279","483","0","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"15-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Controlados","0","0","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"15-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"16-10-2025","Urgencia","5","6","37","","ATENCIÓN DE URGENCIA","Farmacia de Atención Abierta"
"16-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","42","70","5","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","11","15","7","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Med. Especialidad crónico (+ de 1 mes)","270","861","14","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","16","19","1","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Dental","4","7","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Gestión Territorial Otros Hospitales","218","679","1","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Controlados","65","65","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Abierta"
"16-10-2025","Medicina","99","591","25","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Mater","17","47","3","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Pediatria","20","103","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","UPC UTI (4-12)","19","125","4","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","UPC UCI (1-3)","5","37","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Pabellón","24","110","16","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Recuperación","20","75","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Alta","29","98","1","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","HODOM","10","26","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Endoscopía","12","14","9","","ATENCIÓN CERRADA","Farmacia de Atención Cerrada"
"16-10-2025","Urgencia","","","0","","ATENCIÓN DE URGENCIA","Farmacia de Atención Cerrada"
"16-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Controlados","58","58","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Atención Cerrada"
"16-10-2025","Medicina","3","10","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","UPC UCI (1-3)","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","UPC NEO","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Diálisis","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Pabellón","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Recuperación","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Alta","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","HODOM","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","C. Paliativos","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Endoscopía","","","0","","ATENCIÓN CERRADA","Farmacia de Urgencia"
"16-10-2025","Urgencia","253","386","132","","ATENCIÓN DE URGENCIA","Farmacia de Urgencia"
"16-10-2025","Med. Especialidad Morbilidad (1 mes o menos)","1","1","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Med. General Policlínico Morbilidad (1 mes o menos)","1","1","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Med. Especialidad crónico (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Med. General Policlínico Crónicos (+ de 1 mes)","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Dental","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Diálisis","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Gestión Territorial HHHA","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Gestión Territorial Pitrufquen","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Gestión Territorial Otros Hospitales","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Controlados","132","132","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Receta rechazada/parcial despachada crónicos","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"16-10-2025","Receta rechazada/parcial despachada morbilidad","","","0","","ATENCION ABIERTA","Farmacia de Urgencia"
"17-10-2025","Medicina","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"17-10-2025","Mater","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"17-10-2025","Pediatria","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
"17-10-2025","UPC UTI (4-12)","","","0","","ATENCIÓN CERRADA","Farmacia de Atención Abierta"
